,요양기관명_x,주소,병원홈페이지,전화번호,좌표(X),좌표(Y)
732,동래미래로여성의원,"부산광역시 동래구 충렬대로155번길 19, 3층 301호 (온천동)",,051-556-1331,129.0770949,35.2057897
733,동래봉생병원,"부산광역시 동래구 안연로109번길 27, (안락동)",http://www.bongseng.com/index.asp,051-531-6000,129.0961356,35.1969224
734,동명병원,"광주광역시 동구 동명로70번길 5, (동명동)",,062-670-3333,126.9286786,35.1505369
735,동묘뜰 정신건강의학과의원,"서울특별시 종로구 종로 344, 301호 (숭인동, 종로대우디오빌)",,02-2135-3542,127.0161059,37.5727249
736,동부사랑의원,"울산광역시 남구 수암로 134, 일중학원 2층 202호 (야음동)",,052-271-1498,129.3216992,35.5272745
737,동산정신건강의학과의원,"대구광역시 동구 송라로 86, 대한빌딩 4층 (신천동)",,053-710-7553,128.6177757,35.87489
738,동서울정신건강의학과의원,"서울특별시 광진구 자양로 186-1, 1층 (구의동)",,02-446-1172,127.0851866,37.5441601
739,동심정신건강의학과의원,"서울특별시 성동구 성수이로 113, 제강빌딩 6층 (성수동2가)",,02-469-7373,127.0571368,37.545153
740,동아대학교병원,"부산광역시 서구 대신공원로 26, (동대신동3가)",http://www.damc.or.kr,051-240-2400,129.0175391,35.1201682
741,동안성병원,"경기도 안성시 일죽면 금일로 1-38, (일죽면)",http://donganseong.com/,031-673-3800,127.473441,37.0563602
742,동안정신건강의학과의원,"경기도 안양시 동안구 시민대로 175, 301호 (비산동, 동안프라자)",,031-383-3593,126.9504303,37.3913538
743,동암우리내과의원,"인천광역시 부평구 열우물로 54, 4층 (십정동)",,032-421-5775,126.7005486,37.4728826
744,동양의료재단연세사랑병원,"경상남도 창원시 진해구 행암로 76, (장천동)",,055-540-7700,128.7010514,35.1287636
745,동영연합의원,"대구광역시 북구 연암로 170, 1층,3층 (산격동)",,053-956-5757,128.5964129,35.8995539
746,동원노인전문병원,"경기도 동두천시 삼육사로 1146-20, (생연동)",www.dwhosp.com/,031-894-5031,127.0745756,37.8926917
747,동원병원,"경기도 동두천시 탑신로 522, (탑동동)",,031-870-0701,127.1360859,37.9000563
748,동탄맑은이비인후과의원,"경기도 화성시 동탄순환대로 263, 풍산리치안타워 306,307호 (산척동)",,031-375-5375,127.1185789,37.1711527
749,동탄삼성정신건강의학과의원,"경기도 화성시 동탄대로19길 10, 신유메디프라자 403,404호 (오산동)",,031-831-8677,127.0977682,37.1971942
750,동탄숲정신건강의학과의원,"경기도 화성시 동탄솔빛로 67, 성우프라자 401호 (반송동)",,031-8003-7585,127.0743036,37.1948353
751,동탄역아주시원한이비인후과의원,"경기도 화성시 동탄대로 489, 동탄역우성타워 211일부,304,305,903,904호 (오산동)",,031-377-5082,127.0982637,37.1973592
752,동탄정신건강의학과의원,"경기도 화성시 동탄순환대로 704, A동 302호 (영천동)",,031-373-3739,127.1107989,37.2075604
753,동탄탑내과의원,"경기도 화성시 동탄중앙로 76, 서건프라자 2층 (반송동)",,031-8015-2175,127.0725751,37.1931792
754,동하가정의학과의원,"전북특별자치도 정읍시 벚꽃로 380, (시기동)",,063-538-8900,126.8540788,35.5625131
755,동해정신건강의학과의원,"울산광역시 남구 중앙로 239, 4층 (신정동)",,052-261-1020,129.3110382,35.5420931
756,동행내과의원,"광주광역시 북구 임동로 6, 2층 201, 202, 3층 301, 302호 (임동)",,062-225-7588,126.8967075,35.1607119
757,동행정신건강의학과의원,"경기도 김포시 김포한강4로 513, 채움테라스 202,203호 (구래동)",,031-989-9075,126.6268837,37.6460034
758,동행정신건강의학과의원,"세종특별자치시 절재로 194, 중앙타운 704호 (어진동)",,044-867-7579,127.2624604,36.5082343
759,동호의원,"서울특별시 성북구 동소문로 3, 3층 (동소문동1가)",,02-763-2772,127.0065156,37.588853
760,동화정신건강의학과의원,"서울특별시 광진구 능동로 385-1, (중곡동)",,02-466-5238,127.0828824,37.5638302
761,두드림의원,"충청남도 당진시 밤절로 140, 801호 (수청동)",,041-357-6119,126.6455059,36.9015021
762,두드림정신건강의학과의원,"대구광역시 북구 침산로 138, 명성프라임 3층 305호 (침산동)",,053-354-8275,128.5918283,35.8887489
763,두드림정신과의원,"경기도 부천시 원미구 길주로 181, 802~803호 (중동, 골든벨타워)",http://www.dodream-clinic.co.kr,032-325-8262,126.7626388,37.5053065
764,두리이비인후과의원,"경기도 양주시 옥정로 196, 파스텔시티 604,605호 (옥정동)",,031-868-8766,127.0921402,37.8189751
765,두리하나소아청소년과의원,"대전광역시 중구 대둔산로 390, 1층 (산성동)",,042-587-2212,127.3865692,36.3041085
766,두미소신경과의원,"세종특별자치시 한누리대로 249, 에스제이타워 408~410,507호 (나성동)",,044-867-6119,127.2574385,36.4864392
767,두산에너빌리티㈜부속의원,"경상남도 창원시 성산구 두산볼보로 22, (귀곡동, 두산중공업(주))",,055-278-7390,128.604087,35.181543
768,두암연세연합의원,"광주광역시 북구 군왕로 82, (두암동)",,062-268-7582,126.9327995,35.1686306
769,두앤통신경과의원,"경기도 고양시 덕양구 화신로260번길 57, 요진타워 510호 (화정동)",,031-814-7582,126.8327834,37.6335929
770,둔산숲정신건강의학과의원,"대전광역시 서구 대덕대로176번길 9, 5층 일부호 (둔산동)",,042-721-9775,127.3776267,36.3486737
771,둔산힐정신건강의학과의원,"대전광역시 서구 대덕대로 244, 건국타워 4층 403,404호 (둔산동)",,042-719-1191,127.3799843,36.3545213
772,둔촌마음의원,"서울특별시 강동구 양재대로 1365, 심포니타워 5층 503호 (성내동)",,02-473-7574,127.1358384,37.528046
773,드림소아청소년과의원,"충청북도 청주시 상당구 중고개로 115, 3층 304,305호 (용암동)",,043-237-9949,127.5191102,36.6156086
774,드림수면의원,"서울특별시 강남구 도산대로 107, BIO, 8층 일부 (신사동)",,02-511-1939,127.0201484,37.5168631
775,드림신경외과의원,"충청남도 천안시 서북구 3공단6로 50, 힐링J타워 3층 306,307호 (차암동)",,041-415-0177,127.1031772,36.840979
776,드림정신건강의학과의원,"서울특별시 중구 동호로 179, JYJ빌딩 3층 (신당동)",,02-2252-7365,127.0108063,37.5541559
777,드림정신건강의학과의원,"광주광역시 동구 제봉로 27, 3층 (학동)",,062-228-8880,126.9211594,35.141138
778,드림정신건강의학과의원,"충청북도 청주시 흥덕구 2순환로 1240, 602호 (강서동, MK빌딩)",,043-238-0312,127.4300781,36.6254731
779,드림한마음재활의학과의원,"경기도 평택시 고덕중앙로 200-18, 307호~312호 (고덕동)",,031-668-9953,127.0449309,37.0468079
780,든든정신건강의학과의원,"전라남도 나주시 전력로 2, 이화프라자 6층 601~602호 (빛가람동)",,061-820-7322,126.785331,35.0215717
781,든든한방병원,"대구광역시 북구 침산로 142, 2~4층 (침산동)",,053-354-5000,128.5915844,35.8890153
782,등가정의학과의원,"경상북도 포항시 북구 삼호로 287, 존메디컬 1층 (두호동)",,054-275-2221,129.3817423,36.0634071
783,디딤병원,"경기도 부천시 원미구 부천로29번길 7, 부천메디컬프라자 5~10층 (심곡동)",,032-666-0777,126.7830116,37.4868851
784,디딤정신건강의학과의원,"경기도 화성시 동탄대로 489, 동탄역우성타워 801,802,803-1호 (오산동)",,031-373-9904,127.0982637,37.1973592
785,디딤정신건강의학과의원,"경기도 안양시 동안구 시민대로 214, 1101호 (호계동, 다운타운빌딩)",,031-476-3846,126.9548145,37.3919353
786,디딤정신건강의학과의원,"경기도 의정부시 청사로 50, 204호 (금오동)",,031-852-6596,127.0701654,37.7528231
787,디딤정신건강의학과의원,"서울특별시 서초구 동작대로 118, 503호 (방배동, 예다인프라자)",http://www.didim75.com/medical/medical_02_04.htm,02-534-7576,126.9828023,37.4870229
788,디딤정신건강의학과의원,"서울특별시 노원구 노해로 488, 5층 (상계동)",http://www.didim75.com/medical/medical_02_01.htm,02-909-8782,127.0621841,37.6543238
789,디딤정신과의원,"서울특별시 송파구 올림픽로 119, (잠실동, 파인애플상가 4B 29호)",http://www.didim75.com/medical/medical_02_03.htm,02-6289-1133,127.0842018,37.5120894
790,디에프(DF)정신건강의학과의원,"서울특별시 서초구 서초중앙로 113, 영한빌딩 6층 (서초동)",http://dfmindclinic.com,02-597-2005,127.0137428,37.4918747
791,디에프정신건강의학과의원,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 701호 (여의도동)",,02-6279-8288,126.9307891,37.5189066
792,디에프정신건강의학과의원,"서울특별시 강남구 도산대로55길 52, 두성빌딩 2층 (청담동)",,02-6951-3305,127.0413303,37.5267828
793,따뜻한 정신건강의학과의원,"세종특별자치시 한누리대로 2257, 판타지타워 304호 (대평동)",,044-715-7507,127.2780049,36.4726172
794,따뜻한내과의원,"광주광역시 북구 북문대로 88, 2층 202, 203, 212호 (운암동, 운암2차 남양휴튼)",,062-511-3388,126.8768796,35.1786243
795,떨림과울림정신건강의학과의원,"서울특별시 종로구 종로 407, 4층 (숭인동)",,02-929-2387,127.0223428,37.5754969
796,똑똑가정의학과의원,"대전광역시 서구 관저로 157, 4층 (관저동, 하이존)",,042-542-8275,127.3397644,36.299313
797,뜰에샘의원,"경기도 성남시 분당구 장미로 78, 210호 (야탑동, 시그마3)",http://www.tresaem.com/,031-708-1213,127.1295855,37.4135231
798,라끄리니정신건강의학과의원,"경기도 성남시 분당구 성남대로 385, 504호 (정자동, 분당클리닉빌딩)",http://www.laclinic.co.kr,031-710-9590,127.1075607,37.3705719
799,라라정신건강의학과의원,"부산광역시 연제구 중앙대로 1077, 상계빌딩 6,7층 (연산동)",,051-515-9900,129.0798349,35.184312
800,라엘마음병원,"경기도 고양시 덕양구 중앙로 628, 예일프라자 2층(202호제외),6층(607,608),7층호 (화정동)",,031-978-5454,126.8289315,37.6275514
801,라엘정신건강의학과의원,"서울특별시 영등포구 양평로 99, 10층 (양평동4가)",,02-6909-9870,126.8960764,37.536484
802,라온정신건강의학과의원,"인천광역시 연수구 컨벤시아대로 69, (송도동,밀레니엄상가 7층 706-1호)",https://raonhappy.modoo.at/,032-831-8906,126.6509615,37.3957057
803,라움정신건강의학과의원,"서울특별시 종로구 새문안로3길 15, 동원빌딩 2층 (당주동)",,02-722-7779,126.9723185,37.5717083
804,라움정신건강의학과의원,"경상남도 양산시 양산역6길 3, 3층 305호 (중부동, 센트럴스위트)",,055-383-2468,129.0266014,35.33781
805,라이온요양병원,"인천광역시 남동구 경인로 520, 탑프라자2 5,6층일부7~10층 (간석동)",,426-7575,126.6970709,37.460777
806,라인정신건강의학과의원,"대구광역시 달서구 구마로 258, 2~6층 (송현동)",,053-719-0075,128.5561483,35.8370393
807,라임요양병원,"인천광역시 남동구 구월로 135, (간석동)",,032-434-9993,126.7054793,37.4571299
808,라임정신건강의학과의원,"서울특별시 영등포구 국제금융로 78, 홍우빌딩 3층 1호 (여의도동)",,02-6105-7520,126.9313093,37.5208744
809,라임정신건강의학과의원,"충청북도 청주시 서원구 사직대로 110, 3층 (사창동)",,043-900-8775,127.4597789,36.6346487
810,라파엘신경과의원,"대전광역시 서구 둔산남로 107, 9층 (둔산동)",http://www.iraphael.co.kr,042-488-8204,127.3895146,36.3492979
811,라파정신건강의학과의원,"경기도 남양주시 화도읍 마석중앙로 108, 5층 501호",,031-522-4375,127.311773,37.6518879
812,라헬정신건강의학과의원,"경기도 부천시 원미구 길주로 284, 416호, 417호, 헤리움메트로타워 (중동)",,032-322-4289,126.7737169,37.5027793
813,레몬산부인과의원,"서울특별시 마포구 양화로 162, 좋은사람들 빌딩 901호 (동교동)",,02-336-6248,126.9238845,37.556431
814,레몬정신건강의학과의원,"서울특별시 관악구 관악로 164, 2층 202호 (봉천동, 대우디오슈페리움1단지)",,02-887-7575,126.9530917,37.4798707
815,레브린정신건강의학과의원,"서울특별시 강남구 삼성로140길 6, 라파빌딩 2층 (청담동)",,02-545-0657,127.04969,37.5210441
816,로고스요양병원,"충청남도 천안시 동남구 청수로 123-11, 로고스요양병원 (구성동)",,041-410-2100,127.157656,36.7945596
817,로뎀정신건강의학과의원,"전라남도 광양시 중마중앙로 60, 2층 (중동)",,061-793-1359,127.698478,34.9354071
818,로뎀정신건강의학과의원,"광주광역시 서구 상무대로 992, 장성강정형외과 2층 (쌍촌동)",,062-375-2177,126.870403,35.1513412
819,로뎀정신과의원,"서울특별시 강남구 삼성로96길 27, 401호 (삼성동, 진솔빌딩)",,02-556-4113,127.0579664,37.5093477
820,로뎀힐의원,"전북특별자치도 전주시 완산구 전라감영로 34, (중앙동4가)",,063-231-0688,127.1430591,35.8150225
821,로아신경과의원,"경기도 성남시 분당구 성남대로 168, 304호 (금곡동, 미도프라자)",,031-718-6700,127.1094943,37.3508865
822,로엠의원,"경기도 안양시 만안구 안양로 115, 도정오피스텔 203호 (안양동)",,031-442-9979,126.9325215,37.3849123
823,로운정신건강의학과의원,"대전광역시 서구 대덕대로 193, 3층 301호 (둔산동)",,042-488-2224,127.3774526,36.3505429
824,로젠요양병원,"경기도 동두천시 삼육사로 1012, (생연동)",,031-857-9933,127.0627285,37.8992117
825,로하스광명요양병원,"경기도 광명시 디지털로 25, (철산동, 청덕빌딩)",,02-2619-0075,126.8701994,37.4740923
826,로하스동서울요양병원,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",www.lohas-seoul.com/,02-577-9696,127.0947162,37.6064552
827,로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",,032-421-1288,126.6781248,37.4170791
828,로하스클로버요양병원,"경기도 고양시 덕양구  호국로 804, (성사동)",http://clover-hp.co.kr/,031-967-5050,126.8375474,37.6573648
829,루비의원,"서울특별시 중구 명동길 65, 보림빌딩 5층 (명동1가)",,774-8575,126.9859292,37.5642015
830,루엔정신건강의학과의원,"경기도 남양주시 화도읍 마석로17번길 24, 성지빌딩 3층 일부호",,031-591-7575,127.305803,37.6542663
831,루원마음봄 정신건강의학과의원,"인천광역시 서구 봉오대로 255, 6층 605,606호 (가정동)",http://lu1minds.modoo.at,032-569-7585,126.6779803,37.5251182
832,루이스정신건강의학과의원,"경상남도 창원시 성산구 마디미서로 26, (상남동, 한독빌딩)",,055-275-7595,128.682581,35.2228369
833,루카스병원,"경기도 부천시 소사구 경인로 88, 지하1,1층,3~6층 (송내동)",http://www.lucas-hosp.co.kr/,032-310-0100,126.764904,37.4835983
834,룩스미의원,"경기도 평택시 비전5로 16, 프라우빌딩 4층 404-나,405,406-가호 (비전동)",,031-616-1211,127.1132563,36.999843
835,류경렬내과의원,"경상남도 진주시 도동천로 43, (상대동)",,055-763-3961,128.1055373,35.1785862
836,류마참내과의원,"부산광역시 남구 수영로 58, 3,4층 (문현동)",www.imjoint.co.kr,051-365-8275,129.0736576,35.1357026
837,류상효신경과의원,"부산광역시 남구 수영로 240, 정성약국 2층 (대연동)",,051-710-8881,129.0928712,35.1349234
838,류정신건강의학과 의원,"부산광역시 사하구 낙동대로 447, 6층 (하단동)",,051-204-7583,128.9695128,35.1048195
839,류정신건강의학과의원,"제주특별자치도 제주시 건주로 22, 3층 (삼양이동)",,064-751-0901,126.5804528,33.5175123
840,류정신건강의학과의원,"경상북도 영천시 완산로 46, 3층 (완산동)",,054-334-5334,128.9392369,35.9641218
841,류정신건강의학과의원,"대구광역시 수성구 청호로 496, 2층 (만촌동)",,053-744-9975,128.6461531,35.8583828
842,류정신건강의학과의원,"전북특별자치도 익산시 무왕로 1116, 2층 (어양동)",,063-855-0887,126.9807028,35.9583727
843,류한욱정신과의원,"서울특별시 강남구 학동로 342, (논현동, 301, 301-1호)",http://www.drryu.co.kr/,02-3014-9656,127.0408461,37.5167495
844,류호정내과의원,"광주광역시 북구 서하로 209, 3층 (오치동)",,062-268-3377,126.9033735,35.1873663
845,르비브의원,"서울특별시 동작구 동작대로 83, 헤라피스빌딩 2층 (사당동)",,02-585-7588,126.9816296,37.4840375
846,리더스내과영상의학과의원,"대전광역시 서구 도산로 45, 2,6층 (도마동)",,042-581-7501,127.3803022,36.3126819
847,리드힐마취통증의학과의원,"서울특별시 강동구 양재대로 1477, 2층, 3층 (길동, 삼환빌딩)",,02-486-4200,127.1396971,37.5377748
848,리마인드정신건강의학과의원,"서울특별시 서초구 서초대로 3-4, 401호, 401-1호 (방배동, 방배디오슈페리움1)",,02-593-5619,126.9829747,37.4860933
849,리미트성형외과의원,"인천광역시 연수구 하모니로178번길 6, 3층 309,310,311호 (송도동)",,032-832-0112,126.6413836,37.3823145
850,리앤박정신건강의학과의원,"부산광역시 연제구 중앙대로 1114, (연산동, 4층 일부)",http://www.stressno.com,051-865-0911,129.0816702,35.1870461
851,리움여성의원,"경상남도 거제시 옥포로 210, 2층 (옥포동)",,055-688-3222,128.6911921,34.8934599
852,리젤마취통증의학과의원,"부산광역시 부산진구 새싹로 22-1, 라이프빌리지 5,6층 (부전동)",,051-804-7579,129.0576686,35.1599048
853,리즈정신건강의학과의원,"부산광역시 남구 수영로 182-1, (대연동, 리즈메디칼4층)",,051-639-3399,129.0865615,35.1345804
854,리지정신건강의학과의원,"경기도 수원시 영통구 도청로17번길 10, 성희프라자 205호 (이의동)",,031-548-0198,127.0540268,37.286119
855,리하트병원,"경기도 의정부시 충의로 3, 1~5층 (용현동)",,031-851-0112,127.0886789,37.7321175
856,림스신경외과의원,"충청북도 청주시 흥덕구 가로수로 1360, 1~6층 (복대동)",,1533-3933,127.4444051,36.633476
857,마곡성모내과신경과의원,"서울특별시 강서구 공항대로 164, 류마타워 2층 201,202,203호 (마곡동)",,02-6217-8800,126.8255148,37.5593259
858,마곡웰소아청소년과의원,"서울특별시 강서구 마곡중앙1로 10, 2,3층 218~222,312~321호 (마곡동)",,02-2662-7902,126.8257069,37.5584775
859,마곡정신건강의학과의원,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 4층 401호 (마곡동)",,02-6053-1416,126.8259608,37.5680581
860,마나스정신건강의학과의원,"서울특별시 관악구 장군봉1길 56, 3층 (봉천동, 우형빌딩)",,02-6267-7788,126.9431183,37.4814127
861,마도메디의원,"경기도 화성시 마도면 화성로790번길 10, 1,2층",,031-357-1077,126.7761507,37.2064221
862,마들성모내과의원,"서울특별시 노원구 동일로 1553, 농협 2층 (상계동)",,02-933-6900,127.056813,37.6670869
863,마들수내과의원,"서울특별시 노원구 한글비석로 471, (주)맥스아웃 상계빌딩 4층 A,D,E호 (상계동)",,02-6314-7575,127.0658389,37.6642116
864,마디마디신경외과의원,"서울특별시 강서구 곰달래로 167, 지하1층,1,2,3층 ,4층호 (화곡동)",,02-2699-0119,126.8515793,37.5310284
865,마디신경외과의원,"경기도 성남시 중원구 성남대로 1126, 메가프라자 2층 204호 (성남동)",,031-721-1236,127.1298808,37.4302849
866,마디의원,"제주특별자치도 서귀포시 성산읍 일출로 4, 케이빌딩",http://www.madiclinic.com,064-782-7582,126.9132965,33.4471137
867,마디통신경과의원,"경기도 용인시 수지구 신봉1로 68, 인용빌딩 (신봉동)",,031-893-8559,127.0779271,37.3228979
868,마디튼튼의원,"광주광역시 서구 풍암중앙로 49, 부국빌딩 201호 (풍암동)",,062-511-1000,126.8796204,35.125447
869,마루요양병원,"전라남도 화순군 춘양면 개천로 249, (춘양면)",,061-373-9100,126.923612,34.9295501
870,마루정신건강의학과의원,"서울특별시 서초구 신반포로 189, 반포쇼핑타운 4동 5층 510,511호 (잠원동)",,,127.0048933,37.5065445
871,마르지오의원,"서울특별시 중랑구 망우로30길 3, 3층 (상봉동)",,02-437-3100,127.074771,37.5930848
872,마리앤여성의원,"서울특별시 서초구 사평대로 353, 201호 (반포동)",,02-512-5652,127.0217889,37.5042494
873,마리정신과의원,"경기도 하남시 신장로 156, 407호 (덕풍동, 하남프라자)",,031-793-2080,127.2019465,37.5399292
874,마린숲정신건강의학과의원,"부산광역시 해운대구 마린시티2로 2, 마린파크 1901,1902호 (우동)",,,129.1442096,35.15934
875,마마라 정신건강의학과 의원,"경기도 수원시 팔달구 아주로 3, 3층 (우만동, 대학빌딩 3층 일부(301호))",,031-305-8275,127.0437941,37.2751344
876,마마라정신건강의학과의원,"경기도 성남시 중원구 성남대로 1144, 3층 (성남동)",,031-602-1275,127.1295846,37.4318299
877,마법의원,"경상남도 창원시 마산합포구 3·15대로 261, 2층 (중앙동3가)",,055-714-7668,128.5672212,35.201649
878,마산백내과의원,"경상남도 창원시 마산회원구 3·15대로 778, (합성동, 정비인후과의원)",,055-252-1980,128.5847004,35.2407768
879,마산역신통의원,"경상남도 창원시 마산회원구 마산역광장로 2, 2층 (석전동)",,055-715-2075,128.5796507,35.2350892
880,마송김내과의원,"경기도 김포시 통진읍 마송1로84번길 53, 4층",,031-987-9119,126.5987875,37.6885886
881,마음가는정신건강의학과의원,"경상남도 창원시 성산구 상남로 73, 서울메디컬센터 1001,1003호 (상남동)",,055-282-1575,128.6798691,35.2206377
882,마음가득정신건강의학과의원,"서울특별시 관악구 남부순환로 1715, 5층 (봉천동)",,02-876-1544,126.9408943,37.4830451
883,마음감기정신건강의학과의원,"서울특별시 서초구 강남대로 455, 203호 (서초동, 강남태영데시앙루브)",,02-595-0455,127.0245298,37.5028558
884,마음건축정신건강의학과의원,"서울특별시 성동구 아차산로 126, 더리브 세종타워 203호 (성수동2가)",,02-498-7542,127.0580599,37.5434961
885,마음고요의원,"인천광역시 부평구 부평대로 157, 4층 (부평동)",,070-7576-2513,126.7209723,37.5056189
886,마음공간정신건강의학과의원,"서울특별시 종로구 세종대로 159, 9층 (세종로)",,02-723-6463,126.9763604,37.5706115
887,마음공감정신건강의학과의원,"경기도 고양시 덕양구 화정로 53, 303호 (화정동, 새롬프라자)",http://www.medietclinic.co.kr/contents/home/home.php,031-967-8567,126.8319146,37.6351911
888,마음공원정신건강의학과의원,"경기도 성남시 수정구 위례동로 153, 에이플타워 5층 506호 (창곡동)",,031-609-7071,127.1501737,37.4734999
889,마음과마음정신건강의학과의원,"경기도 하남시 위례학암로14번길 31, 경서타워2 3층 308호 (학암동)",,02-2039-7530,127.1576656,37.4874484
890,마음과마음정신건강의학과의원,"경기도 시흥시 정왕대로 230, 4층 405호 (정왕동, 제일프라자)",,031-499-4975,126.7385084,37.3449671
891,마음과마음정신건강의학과의원,"대구광역시 수성구 달구벌대로 2295, 5층 (수성동4가)",http://www.maum1004.com,053-759-7515,128.6136043,35.8601184
892,마음과마음정신건강의학과의원,"경상남도 창원시 성산구 원이대로 591, X프리빌딩 8층 (용호동)",,055-274-2332,128.6799696,35.2281231
893,마음과마음정신건강의학과의원,"서울특별시 서초구 강남대로39길 6-21, 2층 (서초동)",,02-3472-9369,127.0319183,37.4869846
894,마음과마음정신건강의학과의원,"서울특별시 동대문구 고산자로 399, 304호, 305호 (용두동)",,02-6959-0456,127.037781,37.5752833
895,마음과마음정신과의원,"경기도 고양시 일산서구 중앙로 1426, 511호 (주엽동, 일송노블레스)",http://www.maum2.co.kr/,031-915-4975,126.7619659,37.6702816
896,마음과마음정신과의원,"경기도 용인시 수지구 문정로 13, 6층 (풍덕천동, 중수프라자)",www.maum2.co.kr,031-263-4975,127.0960557,37.3219801
897,마음과마음정신과의원,"인천광역시 연수구 청능대로 103, 3층 (연수동, 비와이씨빌딩)",,032-812-2004,126.6762951,37.4136449
898,마음과마음정신과의원,"서울특별시 구로구 도림로 65, 한정빌딩 2층 (구로동)",http://www.maum2.co.kr/,02-856-4975,126.8908878,37.4893938
899,마음과사람정신건강의학과의원,"서울특별시 마포구 마포대로 53, 마포트라팰리스 C동 206호 (도화동)",,02-712-9124,126.9473839,37.5415418
900,마음과정신건강의학과의원,"서울특별시 강서구 화곡로 161, 3층 303호 (화곡동, 대성빌딩)",,02-2697-8575,126.8391664,37.5418323
901,마음그림정신건강의학과의원,"서울특별시 은평구 진관2로 19, 휴먼프라자 I 3층 301호 (진관동)",,02-6380-6167,126.9195953,37.6348572
902,마음나눔 정신건강의학과의원,"광주광역시 남구 제석로 110, 5층 (봉선동, 메가시티)",,062-676-5566,126.9075374,35.1242008
903,마음나래의원,"충청남도 천안시 서북구 불당21로 67-8, 501호 (불당동)",,041-415-2278,127.1082812,36.8132654
904,마음나루의원,"경기도 수원시 권선구 금곡로102번길 15, 비즈웍스 224~227호 (금곡동)",,031-293-4346,126.941891,37.2734451
905,마음누리정신건강의학과의원,"서울특별시 관악구 봉천로 608, 2층 (봉천동)",,02-877-8788,126.9646078,37.4757949
906,마음느낌정신건강의학과의원,"서울특별시 강서구 등촌로 3, 부경빌딩 301호 (화곡동)",,02-2643-6655,126.8635312,37.5302867
907,마음담은정신건강의학과의원,"서울특별시 중랑구 사가정로 401, 창대빌딩 5층 (면목동)",,02-2038-3070,127.0894768,37.5808499
908,마음더하기의원,"경기도 김포시 김포한강8로 378, 501호 (구래동, 웅신프라자)",,031-997-0029,126.6270102,37.6436587
909,마음돌봄의원,"인천광역시 남동구 논현로 40, 5층 503호 (논현동, THE CLASS PLAZA)",,761-7575,126.7107043,37.402291
910,마음동행정신건강의학과의원,"충청남도 아산시 탕정면 한들물빛6로 46, 703호",,041-548-7500,127.0879278,36.7885479
911,마음드림의원,"서울특별시 서초구 방배로 230-1, 4층 (방배동, 융성빌딩)",,02-535-8887,126.9902028,37.4938174
912,마음든든정신건강의학과의원,"경기도 군포시 광정로 78, 유공프라자 301호일부, 302호 (산본동)",,031-392-5762,126.9297765,37.3600098
913,마음똑똑정신건강의학과의원,"경기도 수원시 영통구 중부대로 266-1, 2층 (매탄동)",,031-214-5454,127.0448441,37.2741422
914,마음먼저정신건강의학과의원,"대전광역시 서구 대덕대로 229, 명화빌딩 5층 일부호 (둔산동)",,042-710-1836,127.3789344,36.3533678
915,마음무늬정신건강의학과의원,"서울특별시 마포구 월드컵로3길 14, (합정동, 마포한강2차푸르지오)",,,126.9119,37.5512008
916,마음미소정신건강의학과의원,"경기도 부천시 원미구 부천로29번길 7, 부천메디컬프라자 주건축물 1동 302호 (심곡동)",,032-710-7511,126.7830116,37.4868851
917,마음미소정신건강의학과의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 207호 (장항동)",,031-932-7711,126.7731559,37.6567215
918,마음벗김종범정신과의원,"서울특별시 강북구 도봉로 329, 5층 (수유동)",,02-905-3271,127.0247171,37.6375561
919,마음본정신건강의학과의원,"경기도 화성시 동탄대로5길 15, 그랑파샤쥬 4030~4034호 (송동)",,031-378-8022,127.1051213,37.1661162
920,마음봄정신건강의학과의원,"경기도 남양주시 다산중앙로145번길 11, 502,503,504호 (다산동)",,031-510-7817,127.1511311,37.6254897
921,마음봄정신건강의학과의원,"서울특별시 동작구 상도로 247, 2층 (상도동)",,02-812-9888,126.9462688,37.5050579
922,마음뷰정신건강의학과의원,"서울특별시 성동구 천호대로 308, 인암빌딩 3층 (용답동)",,02-2213-7575,127.0542501,37.5652304
923,마음빛정신건강의학과의원,"서울특별시 강남구 삼성로 155, 대치퍼스트빌딩 401호 (대치동)",,02-568-4657,127.0629614,37.4938697
924,마음빛정신건강의학과의원,"경기도 성남시 수정구 산성대로 267, 5층 516호 (신흥동)",,031-745-7856,127.1464467,37.441324
925,마음사랑의원,"충청북도 옥천군 옥천읍 삼금로 42, (옥천읍)",,043-731-5975,127.5683326,36.3017937
926,마음사랑정신건강의학과의원,"서울특별시 마포구 신촌로16길 4, 3층 (노고산동)",,02-322-9959,126.9348252,37.5555121
927,마음사랑정신건강의학과의원,"대전광역시 서구 둔산로 134, 302호 (둔산동)",,042-483-1615,127.3886245,36.3509877
928,마음샘정신건강의학과의원,"서울특별시 서초구 서초대로 302, 502호 (서초동, 교대역인앤인오피스)",,522-6836,127.0147172,37.4937277
929,마음셈정신건강의학과의원,"경기도 부천시 원미구 부일로 203, 상동스카이뷰자이 204호 일부 (상동)",,032-326-9879,126.7524355,37.489122
